ID,标题,类型,分数,实际分数,总人数,0星(短),1星(短),2星(短),3星(短),4星(短),5星(短),平均(短),人数(短),0星(长),1星(长),2星(长),3星(长),4星(长),5星(长),平均(长),人数(长)
2617,黑白小姐 第二季,番剧,9.0,9.392857142857142,56,0,0,2,3,5,45,9.381818181818181,55,0,0,0,0,0,1,10.0,1
2622,茄子·安达卢西亚之夏,番剧,9.6,9.717171717171718,99,0,2,0,1,4,91,9.714285714285714,98,0,0,0,0,0,1,10.0,1
2629,疯狂时代 第一季,国创,9.6,9.913978494623656,93,0,0,0,0,4,89,9.913978494623656,93,0,0,0,0,0,0,0,0
2631,端脑,国创,9.2,9.40521327014218,844,0,9,5,33,122,666,9.427544910179641,835,0,0,1,2,5,1,7.333333333333333,9
2632,雏蜂,国创,7.0,7.734597156398104,211,0,31,12,25,29,113,7.723809523809524,210,0,0,0,0,0,1,10.0,1
2644,混沌白书,国创,9.1,9.464285714285714,56,0,0,0,0,15,41,9.464285714285714,56,0,0,0,0,0,0,0,0
2647,口水三国,国创,8.5,8.80220994475138,905,0,78,24,27,68,691,8.86036036036036,888,0,7,1,2,1,6,5.764705882352941,17
2648,虫师 续章 铃之雫,番剧,9.8,9.908366533864541,502,0,2,0,1,13,481,9.907444668008049,497,0,0,0,0,0,5,10.0,5
2655,CLANNAD 另一个世界 智代篇,番剧,9.8,9.921251348435815,1854,0,7,1,5,32,1793,9.92056583242655,1838,0,0,0,0,0,16,10.0,16
2656,绝对防卫利维坦,番剧,9.0,9.248322147651006,149,0,2,2,9,24,111,9.243243243243244,148,0,0,0,0,0,1,10.0,1
2658,雏蜂 日语版,国创,7.6,8.74074074074074,27,0,1,0,4,5,17,8.74074074074074,27,0,0,0,0,0,0,0,0
2659,植木的法则,番剧,9.5,9.68,175,0,1,0,4,15,153,9.6878612716763,173,0,0,0,0,1,1,9.0,2
2660,我的妹妹不可能那么可爱 第一季,番剧,9.2,9.318438087283358,4789,0,135,66,172,517,3803,9.318559556786704,4693,0,0,4,4,13,75,9.3125,96
2661,我的妹妹不可能那么可爱 第二季,番剧,8.5,8.400343011147863,8163,0,650,323,785,1223,4906,8.386712311398504,7887,0,11,13,18,48,186,8.789855072463768,276
2662,星球流浪记,番剧,9.5,9.64,50,0,1,0,0,5,44,9.64,50,0,0,0,0,0,0,0,0
2667,我女友与青梅竹马的惨烈修罗场,番剧,8.9,9.0957294353683,6978,0,204,153,400,959,5140,9.114935822637106,6856,0,7,11,17,26,61,8.01639344262295,122
2668,小马宝莉 第一季,番剧,9.8,9.901264298615292,1661,0,6,3,3,40,1591,9.903834449178332,1643,0,0,0,1,1,16,9.666666666666666,18
2669,小马宝莉 第二季,番剧,9.8,9.935593220338983,590,0,2,0,0,11,574,9.93526405451448,587,0,0,0,0,0,3,10.0,3
2670,小马宝莉 第三季,番剧,9.8,9.87434554973822,382,0,3,0,1,10,362,9.872340425531915,376,0,0,0,0,0,6,10.0,6
2671,小马宝莉 第四季,番剧,9.8,9.876796714579056,487,0,4,0,3,8,468,9.875776397515528,483,0,0,0,0,0,4,10.0,4
2672,小马宝莉 第五季,番剧,9.8,9.922178988326849,514,0,2,1,0,8,495,9.924901185770752,506,0,0,0,0,1,7,9.75,8
2674,东之伊甸,番剧,9.1,9.2425068119891,367,0,7,5,19,49,277,9.27170868347339,357,0,1,0,1,3,5,8.2,10
2675,东之伊甸I -The King of Eden,番剧,9.1,9.2,30,0,1,0,1,6,22,9.2,30,0,0,0,0,0,0,0,0
2676,境界线上的地平线,番剧,9.4,9.560864618885097,879,0,13,7,24,55,751,9.585882352941177,850,0,1,2,3,1,22,8.827586206896552,29
2678,轮回的拉格朗日,番剧,8.6,8.776699029126213,103,0,3,1,12,23,62,8.772277227722773,101,0,0,0,0,1,1,9.0,2
2679,轮回的拉格朗日 第二季,番剧,8.6,8.969696969696969,66,0,3,0,8,6,48,8.953846153846154,65,0,0,0,0,0,1,10.0,1
2680,男子高中生的日常,番剧,9.8,9.89947177286233,12116,0,25,18,45,356,11586,9.900249376558603,12030,0,0,1,2,2,81,9.790697674418604,86
2681,男子高中生的日常 SP,番剧,9.7,9.864864864864865,740,0,1,1,3,36,698,9.867388362652234,739,0,0,0,0,1,0,8.0,1
2682,萝球社！,番剧,9.4,9.673624288425048,527,0,3,1,14,41,461,9.676923076923076,520,0,0,0,1,0,6,9.428571428571429,7
2683,萝球社！SS,番剧,9.4,9.593984962406015,399,0,5,6,6,31,345,9.587786259541986,393,0,0,0,0,0,6,10.0,6
2684,偶像大师,番剧,9.8,9.808253438932889,2399,0,45,5,8,18,2282,9.80576759966073,2358,0,0,0,0,1,40,9.951219512195122,41
2685,偶像大师 剧场版 向着光辉的彼岸！,番剧,9.8,9.850434782608696,575,0,7,1,3,6,552,9.848857644991213,569,0,0,0,0,0,6,10.0,6
2687,穿越时空的少女,番剧,9.5,9.612040133779264,2392,0,17,9,55,230,2014,9.625806451612902,2325,0,0,2,4,15,46,9.134328358208956,67
2688,秒速五厘米,番剧,9.6,9.690552016985137,7536,0,58,28,130,547,6476,9.689736151402128,7239,0,2,1,5,22,267,9.710437710437711,297
2690,我叫MT 第一季,国创,9.8,9.914786967418546,399,0,2,0,1,7,388,9.914572864321608,398,0,0,0,0,0,1,10.0,1
2691,我叫MT 第二季,国创,9.7,9.841584158415841,101,0,0,0,1,6,94,9.841584158415841,101,0,0,0,0,0,0,0,0
2692,我叫MT 第三季,国创,9.7,9.878787878787879,99,0,0,0,1,4,94,9.878787878787879,99,0,0,0,0,0,0,0,0
2694,我叫MT 第四季,国创,9.7,9.936842105263159,95,0,0,0,0,3,91,9.936170212765957,94,0,0,0,0,0,1,10.0,1
2695,我叫MT 第五季,国创,9.7,9.885057471264368,87,0,0,0,1,3,83,9.885057471264368,87,0,0,0,0,0,0,0,0
2696,我叫MT 第六季,国创,9.7,9.871886120996441,281,0,1,1,0,10,264,9.876811594202898,276,0,0,0,0,1,4,9.6,5
2699,超级肥皂,国创,9.7,9.814977973568283,227,0,1,0,2,13,209,9.813333333333333,225,0,0,0,0,0,2,10.0,2
2702,战斗妖精雪风,番剧,9.8,9.907444668008049,497,0,1,1,2,12,473,9.905930470347649,489,0,0,0,0,0,8,10.0,8
2708,黑塔利亚 Axis Powers,番剧,9.4,9.55155010814708,1387,0,34,9,26,53,1215,9.599102468212417,1337,0,4,4,5,5,32,8.28,50
2710,山口山战记 草裙娃娃,国创,9.1,9.527777777777779,72,0,3,0,2,1,66,9.527777777777779,72,0,0,0,0,0,0,0,0
2711,黑塔利亚 World Series 第3期,番剧,9.5,9.646778042959427,419,0,11,1,7,13,384,9.64423076923077,416,0,0,0,0,0,3,10.0,3
2712,黑塔利亚 The Beautiful World 第5期,番剧,9.6,9.850909090909092,550,0,3,2,4,13,524,9.857142857142858,546,0,0,0,1,0,3,9.0,4
2717,女神异闻录4,番剧,9.7,9.812664907651715,758,0,7,1,7,26,694,9.806802721088435,735,0,0,0,0,0,23,10.0,23
2719,枪与假面舞会,番剧,7.4,8.0,205,0,17,14,28,36,107,8.0,202,0,0,0,1,1,1,8.0,3
2720,青年黑杰克,番剧,9.0,9.114754098360656,183,0,2,6,16,23,135,9.10989010989011,182,0,0,0,0,0,1,10.0,1
2721,骇客娃娃,番剧,9.6,9.789473684210526,475,0,0,1,5,36,429,9.791932059447984,471,0,0,0,0,1,3,9.5,4
2722,学战都市Asterisk,番剧,8.4,8.708649468892261,1318,0,50,44,114,264,824,8.728395061728396,1296,0,0,2,4,13,3,7.545454545454546,22
2724,对魔导学园35试验小队,番剧,8.6,8.922566371681416,904,0,19,24,64,201,582,8.92808988764045,890,0,0,0,2,6,6,8.571428571428571,14
2725,K RETURN OF KINGS,番剧,9.3,9.56442831215971,1653,0,15,10,55,133,1409,9.589395807644882,1622,0,2,2,5,3,19,8.258064516129032,31
2726,全部成为F -THE PERFECT INSIDER-,番剧,9.2,9.381770145310435,757,0,10,12,25,95,584,9.391184573002755,726,0,0,1,2,6,22,9.161290322580646,31
2729,温泉幼精箱根酱,番剧,8.3,8.703296703296703,91,0,0,3,8,34,46,8.703296703296703,91,0,0,0,0,0,0,0,0
2731,野良神,番剧,9.5,9.630438611942928,5677,0,80,39,100,358,4997,9.642985288841048,5574,0,3,3,11,11,75,8.951456310679612,103
2732,野良神 ARAGOTO,番剧,9.4,9.506581421587063,5318,0,139,39,102,397,4574,9.514759093506,5251,0,2,2,5,14,44,8.865671641791044,67
2733,不思议美眉,番剧,9.3,9.606936416184972,173,0,0,0,8,18,146,9.604651162790697,172,0,0,0,0,0,1,10.0,1
2735,高校星歌剧,番剧,9.6,9.793313069908814,329,0,2,1,2,19,298,9.788819875776397,322,0,0,0,0,0,7,10.0,7
2738,侦探小队KZ事件簿,番剧,8.2,8.857142857142858,49,0,1,0,7,9,30,8.851063829787234,47,0,0,0,0,1,1,9.0,2
2740,重装武器,番剧,9.3,9.50940170940171,1170,0,14,10,37,109,963,9.525154457193292,1133,0,1,0,4,6,26,9.027027027027026,37
2741,Concrete Revolutio 超人幻想 第一季,番剧,9.5,9.688356164383562,584,0,3,3,12,45,512,9.68695652173913,575,0,0,0,0,1,8,9.777777777777779,9
2742,樱子小姐的脚下埋着秘密,番剧,9.5,9.60956937799043,2090,0,11,8,51,231,1761,9.61105722599418,2062,0,0,0,1,5,22,9.5,28
2743,落第骑士英雄谭,番剧,9.4,9.646033576829424,7803,0,76,46,156,594,6825,9.649733662465895,7697,0,1,1,3,20,81,9.377358490566039,106
2744,小森同学拒绝不了！,番剧,9.3,9.58974358974359,429,0,2,3,6,59,357,9.587822014051522,427,0,0,0,0,0,2,10.0,2
2745,彗星路西法,番剧,6.6,7.006060606060606,165,0,26,17,28,32,61,7.036585365853658,164,0,1,0,0,0,0,2.0,1
2746,Dance with Devils,番剧,7.9,8.297674418604652,215,0,11,12,29,42,119,8.309859154929578,213,0,0,0,1,1,0,7.0,2
2747,终物语,番剧,9.7,9.846827133479213,1371,0,6,2,9,53,1274,9.849702380952381,1344,0,0,0,0,4,23,9.703703703703704,27
2760,终结的炽天使 名古屋决战篇,番剧,8.8,9.031578947368422,3230,0,101,86,209,416,2354,9.054958938723942,3166,0,0,5,18,17,24,7.875,64
2762,请问您今天要来点兔子吗？？,番剧,9.8,9.917402269861286,3172,0,7,2,13,69,3046,9.917755817660185,3137,0,0,0,1,0,34,9.885714285714286,35
2764,绯弹的亚里亚 AA,番剧,8.2,8.491315136476427,403,0,21,14,51,64,244,8.51776649746193,394,0,0,0,4,4,1,7.333333333333333,9
2767,给你做饭了！,番剧,6.2,6.403225806451613,124,0,21,24,25,14,39,6.4227642276422765,123,0,0,1,0,0,0,4.0,1
2771,我们这一家 新篇,番剧,9.8,9.88646288209607,229,0,0,1,2,6,219,9.885964912280702,228,0,0,0,0,0,1,10.0,1
2774,牙狼 -红莲之月-,番剧,8.0,8.32258064516129,62,0,1,2,12,18,29,8.32258064516129,62,0,0,0,0,0,0,0,0
2776,双面骑士,番剧,9.6,9.68421052631579,209,0,1,2,6,10,181,9.68,200,0,0,0,0,1,8,9.777777777777779,9
2783,狗与剪刀的正确用法,番剧,9.1,9.277521423862888,1517,0,17,21,74,262,1133,9.282017252820172,1507,0,0,0,2,3,5,8.6,10
2791,黑白小姐 第三季,番剧,9.1,9.714285714285714,63,0,0,0,2,5,56,9.714285714285714,63,0,0,0,0,0,0,0,0
2792,网球并不可笑嘛 第六季,番剧,9.3,9.8,30,0,0,0,0,3,26,9.793103448275861,29,0,0,0,0,0,1,10.0,1
2793,K MISSING KINGS,番剧,9.5,9.752759381898455,453,0,2,1,4,32,406,9.770786516853933,445,0,0,0,1,3,4,8.75,8
2794,家有穆珂,番剧,9.5,9.73793103448276,145,0,0,0,1,16,126,9.748251748251748,143,0,0,0,0,1,1,9.0,2
2796,不可思议星球的双胞胎公主 Gyu,番剧,9.4,9.684782608695652,184,0,2,1,2,14,164,9.683060109289617,183,0,0,0,0,0,1,10.0,1
2797,怪医黑杰克 OVA（1993）,番剧,9.9,9.938202247191011,356,0,0,0,1,9,343,9.937677053824363,353,0,0,0,0,0,3,10.0,3
2800,玉响～毕业写真～,番剧,9.7,9.968,125,0,0,0,0,2,115,9.965811965811966,117,0,0,0,0,0,8,10.0,8
2804,被狙击的学园,番剧,8.5,8.655303030303031,528,0,13,15,69,108,308,8.662768031189083,513,0,0,1,3,3,8,8.4,15
2809,凉宫春日的消失,番剧,9.9,9.962467484206615,5382,0,10,0,10,36,5223,9.96362947527941,5279,0,1,0,0,1,101,9.902912621359222,103
2820,阳光中的青时雨,番剧,9.7,9.866050808314087,433,0,2,0,1,19,407,9.864801864801866,429,0,0,0,0,0,4,10.0,4
2821,彗星公主,番剧,9.8,10.0,45,0,0,0,0,0,44,10.0,44,0,0,0,0,0,1,10.0,1
2825,花田少年史,番剧,9.8,9.927899686520377,638,0,1,0,2,15,610,9.926751592356688,628,0,0,0,0,0,10,10.0,10
2836,滑头鬼之孙 第一季【中文】,番剧,9.0,9.777777777777779,36,0,0,0,0,4,31,9.771428571428572,35,0,0,0,0,0,1,10.0,1
2837,滑头鬼之孙 第二季【中文】,番剧,9.1,9.371428571428572,35,0,0,0,2,7,26,9.371428571428572,35,0,0,0,0,0,0,0,0
2840,米老鼠的黑白动画片生涯,番剧,9.7,9.825174825174825,286,0,0,0,0,25,261,9.825174825174825,286,0,0,0,0,0,0,0,0
2843,Fate/stay night [Unlimited Blade Works] 特典,番剧,9.5,9.718719689621727,1031,0,13,5,10,57,941,9.719298245614034,1026,0,0,0,0,1,4,9.6,5
2844,电影版 境界的彼方未来篇,番剧,9.5,9.53287197231834,2312,0,22,22,74,197,1962,9.561703996486605,2277,0,1,5,8,6,15,7.6571428571428575,35
2845,女神异闻录3 剧场版 #1 Spring of Birth,番剧,9.5,9.462686567164178,134,0,0,2,6,16,106,9.476923076923077,130,0,0,0,0,2,2,9.0,4
2846,时间支配者,国创,8.8,9.666666666666666,66,0,0,0,1,9,55,9.661538461538461,65,0,0,0,0,0,1,10.0,1
2848,影鳄,番剧,9.5,9.646017699115044,226,0,2,0,3,26,193,9.642857142857142,224,0,0,0,0,0,2,10.0,2
2849,浪漫追星社,番剧,9.4,9.758241758241759,91,0,1,0,1,5,80,9.74712643678161,87,0,0,0,0,0,4,10.0,4
2853,翼·年代记 鸟笼国的公主,番剧,9.2,9.469026548672566,113,0,2,0,6,9,95,9.482142857142858,112,0,0,0,0,1,0,8.0,1
2854,翼·年代记 东京默示录,番剧,9.8,9.87220447284345,313,0,1,1,1,8,296,9.889250814332248,307,0,0,1,0,0,5,9.0,6
2855,翼·年代记 春雷记,番剧,9.7,9.88888888888889,234,0,1,0,2,5,217,9.884444444444444,225,0,0,0,0,0,9,10.0,9
2857,邻座的怪同学 OAD,番剧,9.5,9.753846153846155,325,0,1,1,6,21,295,9.753086419753087,324,0,0,0,0,0,1,10.0,1
2861,无口的森田小姐 OVA,番剧,9.3,9.793103448275861,29,0,0,0,1,1,27,9.793103448275861,29,0,0,0,0,0,0,0,0
2864,魔法科高校的劣等生 简单易懂的魔法科！,番剧,4.4,4.527196652719665,956,0,569,38,60,64,206,4.505869797225187,937,0,7,1,4,3,4,5.578947368421052,19
2866,圣诞之吻SS+ SP,番剧,9.8,9.891891891891891,370,0,2,0,1,10,355,9.891304347826088,368,0,0,0,0,0,2,10.0,2
2872,Peeping Life,番剧,8.4,8.528301886792454,53,0,3,0,8,11,31,8.528301886792454,53,0,0,0,0,0,0,0,0
2873,变形金刚大电影,番剧,9.7,9.852941176470589,204,0,1,0,1,9,191,9.851485148514852,202,0,0,0,0,0,2,10.0,2
2876,猫眼三姐妹,番剧,9.8,9.833659491193737,1022,0,4,1,7,52,952,9.832677165354331,1016,0,0,0,0,0,6,10.0,6
2882,英雄传说 空之轨迹,番剧,9.4,9.421965317919074,173,0,1,5,4,22,137,9.420118343195266,169,0,0,0,0,1,3,9.5,4
2885,火球 魅力之章,番剧,9.4,9.512195121951219,41,0,0,0,1,8,32,9.512195121951219,41,0,0,0,0,0,0,0,0
2888,心之彼端2,番剧,9.3,9.45945945945946,111,0,3,0,2,11,94,9.50909090909091,110,0,0,1,0,0,0,4.0,1
2893,紫式部 源氏物语,番剧,9.1,9.12,50,0,1,0,3,10,32,9.130434782608695,46,0,0,0,0,2,2,9.0,4
2900,彩虹小马 小马国女孩3：友谊大赛,番剧,9.6,9.760683760683762,234,0,2,0,4,11,215,9.767241379310345,232,0,0,0,0,1,1,9.0,2
2906,四娘物语,番剧,9.5,9.687150837988828,179,0,0,0,7,14,155,9.681818181818182,176,0,0,0,0,0,3,10.0,3
2907,千子,番剧,9.2,9.220973782771535,267,0,5,7,10,42,198,9.213740458015268,262,0,0,0,0,1,4,9.6,5
2910,真实之泪,番剧,9.3,9.436363636363636,2090,0,32,28,58,229,1667,9.44687189672294,2014,0,2,1,2,17,54,9.157894736842104,76
2913,狼雨,番剧,9.4,9.604060913705585,197,0,0,1,6,19,159,9.632432432432433,185,0,0,0,0,5,7,9.166666666666666,12
2921,侦探歌剧 少女福尔摩斯 OVA,番剧,9.4,9.80952380952381,21,0,0,0,0,2,19,9.80952380952381,21,0,0,0,0,0,0,0,0
2923,狼的孩子雨和雪,番剧,9.8,9.918734491315137,3224,0,2,4,19,69,3073,9.919797916008841,3167,0,0,0,0,4,53,9.859649122807017,57
2932,打工吧！魔王大人,番剧,9.6,9.757745726495726,7488,0,61,18,73,438,6814,9.761750405186385,7404,0,2,1,3,8,70,9.404761904761905,84
2933,.HACK//Quantum,番剧,9.6,9.807692307692308,52,0,0,0,1,3,47,9.803921568627452,51,0,0,0,0,0,1,10.0,1
2941,潜行吧！奈亚子F,番剧,9.7,9.9,380,0,0,0,2,14,359,9.904,375,0,0,0,0,1,4,9.6,5
2952,魔女的考验【中文】,番剧,9.5,9.702127659574469,94,0,0,1,1,9,82,9.698924731182796,93,0,0,0,0,0,1,10.0,1
2953,拽妹黛薇儿 第一季,番剧,9.8,9.88,150,0,0,0,0,9,140,9.879194630872483,149,0,0,0,0,0,1,10.0,1
2954,拽妹黛薇儿 第二季,番剧,9.8,9.929824561403509,57,0,0,0,0,2,55,9.929824561403509,57,0,0,0,0,0,0,0,0
2955,拽妹黛薇儿 第三季,番剧,9.7,9.794871794871796,39,0,0,0,1,2,36,9.794871794871796,39,0,0,0,0,0,0,0,0
2956,拽妹黛薇儿 第四季,番剧,9.5,9.7,40,0,0,0,1,2,36,9.794871794871796,39,0,0,0,1,0,0,6.0,1
2958,蜜桃女孩,番剧,6.8,7.095541401273885,157,0,28,11,23,30,61,7.111111111111111,153,0,1,0,0,3,0,6.5,4
2960,长歌行 动态漫,国创,9.6,9.78577699736611,1139,0,17,1,2,42,1058,9.791071428571428,1120,0,1,0,0,1,17,9.473684210526315,19
2967,那年那兔那些事儿 第二季,国创,9.6,9.769270035732516,1959,0,37,4,11,44,1861,9.769034236075626,1957,0,0,0,0,0,2,10.0,2
2980,BLACK CAT,番剧,9.4,9.455587392550143,349,0,5,4,7,41,283,9.488235294117647,340,0,1,1,0,1,6,8.222222222222221,9
2981,格林童话剧场【中文】,番剧,9.5,9.683168316831683,101,0,0,0,2,12,85,9.676767676767676,99,0,0,0,0,0,2,10.0,2
2983,佛兰德斯的狗,番剧,9.6,9.76158940397351,151,0,0,1,1,12,131,9.76551724137931,145,0,0,0,0,1,5,9.666666666666666,6
2988,特别的她,番剧,9.8,9.846979865771813,1490,0,3,6,8,66,1366,9.845410628019323,1449,0,0,0,0,2,39,9.902439024390244,41
2989,如果高中棒球社女经理读过杜拉克的《管理学》的话,番剧,9.0,9.154929577464788,71,0,1,1,8,7,54,9.154929577464788,71,0,0,0,0,0,0,0,0
2990,复活！小猫咪,番剧,9.3,9.714285714285714,98,0,0,0,3,8,86,9.711340206185566,97,0,0,0,0,0,1,10.0,1
2992,京四郎和永远的天空,番剧,7.1,7.235294117647059,68,0,6,8,10,17,22,7.301587301587301,63,0,0,2,0,3,0,6.4,5
2993,绯弹的亚里亚,番剧,8.8,9.022900763358779,1441,0,31,29,114,246,999,9.034531360112755,1419,0,0,1,6,4,11,8.272727272727273,22
2996,君吻Pure Rouge,番剧,8.4,8.58703071672355,586,0,30,25,54,83,366,8.616487455197133,558,0,3,1,4,5,15,8.0,28
2998,英国恋物语艾玛,番剧,9.4,9.73913043478261,92,0,1,0,2,4,80,9.724137931034482,87,0,0,0,0,0,5,10.0,5
2999,英国恋物语艾玛 第二幕,番剧,9.4,9.74074074074074,54,0,0,0,2,3,48,9.735849056603774,53,0,0,0,0,0,1,10.0,1
3008,星际牛仔 天国之扉,番剧,9.8,9.924392439243924,1111,0,0,0,5,32,1061,9.923497267759563,1098,0,0,0,0,0,13,10.0,13
3015,拽妹黛薇儿 剧场版,番剧,9.7,9.96551724137931,58,0,0,0,0,1,54,9.963636363636363,55,0,0,0,0,0,3,10.0,3
3041,银河铁道之夜,番剧,9.5,9.566037735849056,106,0,1,1,3,7,86,9.591836734693878,98,0,0,0,1,1,6,9.25,8
3042,从前有座灵剑山,国创,8.2,8.374319912948858,919,0,123,14,39,128,605,8.371837183718371,909,0,1,0,0,3,6,8.6,10
3043,凹凸世界 第一季,国创,8.8,9.18972990996999,2999,0,108,53,115,298,2362,9.237738419618529,2936,0,5,10,14,18,16,6.9523809523809526,63
3046,莎拉公主,番剧,9.7,9.785123966942148,121,0,1,0,2,5,113,9.785123966942148,121,0,0,0,0,0,0,0,0
3050,星星公主,番剧,7.4,7.961538461538462,52,0,4,3,10,7,27,7.96078431372549,51,0,0,0,0,1,0,8.0,1
3053,银河铁道之夜 2006,番剧,9.5,9.454545454545455,88,0,0,1,5,10,70,9.465116279069768,86,0,0,0,0,1,1,9.0,2
3054,游戏王 怪兽之决斗,番剧,9.8,9.912309495896835,4265,0,13,5,11,96,4079,9.91198858230257,4204,0,0,0,0,2,59,9.934426229508198,61
3068,Love Live! School Idol Project,番剧,9.7,9.885431119920714,5045,0,17,7,33,129,4792,9.885897950984331,4978,0,0,0,0,5,62,9.850746268656716,67
3070,早安恋味糕点店,番剧,7.4,7.572916666666667,192,0,12,21,41,38,79,7.5811518324607325,191,0,0,0,1,0,0,6.0,1
3071,Love Live! School Idol Project（第二季）,番剧,9.8,9.93077132733715,3669,0,12,1,13,47,3526,9.931091969991664,3599,0,0,0,1,1,68,9.914285714285715,70
3072,晨曦公主,番剧,9.7,9.83355119825708,2295,0,8,4,20,94,2127,9.841988459831336,2253,0,0,0,3,7,32,9.380952380952381,42
3075,GJ部@,番剧,9.8,9.907621247113164,866,0,3,0,3,22,833,9.907084785133566,861,0,0,0,0,0,5,10.0,5
3082,无敌超人赞波3,番剧,9.4,9.714285714285714,42,0,0,0,1,4,36,9.707317073170731,41,0,0,0,0,0,1,10.0,1
3097,梦幻之星online2,番剧,8.2,8.237762237762238,143,0,6,6,24,36,71,8.237762237762238,143,0,0,0,0,0,0,0,0
3100,石膏男孩,番剧,8.8,9.321428571428571,224,0,0,2,11,47,161,9.321266968325792,221,0,0,0,0,1,2,9.333333333333334,3
3101,无头骑士异闻录×2 结,番剧,9.4,9.647679324894515,948,0,7,5,15,83,795,9.65524861878453,905,0,0,0,4,3,36,9.488372093023257,43
3102,魔法护士小麦R,番剧,9.0,9.333333333333334,63,0,1,2,3,5,52,9.333333333333334,63,0,0,0,0,0,0,0,0
3106,苍之彼方的四重奏,番剧,7.6,7.674832962138084,898,0,108,52,119,158,423,7.711627906976744,860,0,5,4,11,6,12,6.842105263157895,38
3107,赤发白雪姬 第二季,番剧,9.7,9.83868169991327,1153,0,0,1,17,53,1065,9.841549295774648,1136,0,0,0,0,3,14,9.647058823529411,17
3115,黑之宣告,番剧,6.2,7.065384615384615,520,0,123,23,46,73,228,7.0547667342799185,493,0,3,3,3,10,8,7.2592592592592595,27
3116,房东青春期！,番剧,9.5,9.640785781103835,1069,0,5,2,14,136,907,9.642857142857142,1064,0,0,0,1,0,4,9.2,5
3119,少女们向荒野进发,番剧,7.7,8.065843621399177,243,0,14,13,41,54,114,8.042372881355933,236,0,0,0,2,0,5,8.857142857142858,7
3120,粗点心战争,番剧,9.3,9.521660649819495,1108,0,5,8,30,150,901,9.535648994515538,1094,0,0,1,0,8,5,8.428571428571429,14
3126,魔法少女什么的已经够了啦。,番剧,9.2,9.442105263157895,380,0,5,3,15,45,308,9.446808510638299,376,0,0,0,0,2,2,9.0,4
3128,舞武器舞乱伎,番剧,7.6,8.473684210526315,114,0,3,10,11,22,63,8.422018348623853,109,0,0,0,0,1,4,9.6,5
3129,简单易懂的现代魔法,番剧,8.6,8.95,120,0,2,1,11,23,78,9.02608695652174,115,0,0,1,1,2,1,7.2,5
3130,天才宝贝,番剧,9.7,9.924528301886792,53,0,0,0,0,2,49,9.92156862745098,51,0,0,0,0,0,2,10.0,2
3135,归宅部活动记录,番剧,9.7,9.85553772070626,1246,0,4,1,10,49,1161,9.856326530612245,1225,0,0,0,0,2,19,9.80952380952381,21
3145,神不在的星期天,番剧,9.4,9.516949152542374,1180,0,9,6,38,146,954,9.52124891587164,1153,0,0,0,1,7,19,9.333333333333334,27
3156,依巴拉度~时间篇,番剧,9.5,9.666666666666666,114,0,0,1,2,12,97,9.660714285714286,112,0,0,0,0,0,2,10.0,2
3158,The Revelation,番剧,9.3,9.290322580645162,62,0,0,0,3,16,41,9.266666666666667,60,0,0,0,0,0,2,10.0,2
3209,牙狼 -炎之刻印-,番剧,9.3,9.333333333333334,288,0,4,3,11,47,216,9.330960854092528,281,0,0,0,1,0,6,9.428571428571429,7
3213,大叔与棉花糖,番剧,9.1,9.321585903083701,227,0,3,3,9,36,173,9.330357142857142,224,0,0,0,1,0,2,8.666666666666666,3
3219,变形金刚2008,番剧,9.8,9.865671641791044,134,0,0,1,0,6,125,9.863636363636363,132,0,0,0,0,0,2,10.0,2
3220,隐之王,番剧,8.9,9.237851662404092,391,0,8,11,17,42,295,9.243967828418231,373,0,0,0,1,6,11,9.11111111111111,18
3224,提亚拉之泪,番剧,8.3,8.556701030927835,97,0,4,2,12,21,55,8.574468085106384,94,0,0,0,1,1,1,8.0,3
3232,火球,番剧,9.4,9.773584905660377,53,0,0,1,0,3,49,9.773584905660377,53,0,0,0,0,0,0,0,0
3233,蛋黄酱萝莉,番剧,9.7,9.727272727272727,110,0,1,0,3,5,101,9.727272727272727,110,0,0,0,0,0,0,0,0
3234,网球并不可笑嘛 第七季,番剧,9.1,9.846153846153847,26,0,0,0,0,2,24,9.846153846153847,26,0,0,0,0,0,0,0,0
3235,SUSHI POLICE,番剧,7.1,8.133333333333333,45,0,4,1,5,13,21,8.090909090909092,44,0,0,0,0,0,1,10.0,1
3236,矶部矶兵卫物语,番剧,9.2,9.572327044025156,159,0,0,1,3,25,130,9.572327044025156,159,0,0,0,0,0,0,0,0
3241,舞力四射,番剧,9.6,9.620689655172415,58,0,1,0,1,5,51,9.620689655172415,58,0,0,0,0,0,0,0,0
3242,Little Busters!,番剧,9.7,9.818373812038015,1894,0,9,3,21,81,1739,9.818672423097679,1853,0,0,0,0,4,37,9.804878048780488,41
3248,江户盗贼团五叶,番剧,9.7,9.855787476280835,527,0,1,0,2,25,486,9.8715953307393,514,0,0,0,0,5,8,9.23076923076923,13
3252,黑白无双,国创,8.7,8.937777777777777,450,0,20,6,40,56,324,8.95067264573991,446,0,1,0,0,1,2,7.5,4
3254,东京糖衣巧克力,番剧,9.3,9.435897435897436,117,0,0,1,6,18,89,9.421052631578947,114,0,0,0,0,0,3,10.0,3
3255,柴犬阿旺的和式生活,番剧,9.7,9.88679245283019,53,0,0,0,0,3,50,9.88679245283019,53,0,0,0,0,0,0,0,0
