ID,标题,类型,分数,实际分数,总人数,0星(短),1星(短),2星(短),3星(短),4星(短),5星(短),平均(短),人数(短),0星(长),1星(长),2星(长),3星(长),4星(长),5星(长),平均(长),人数(长)
742,绯色的欠片 第一季,番剧,7.5,7.148148148148148,54,0,8,4,11,11,20,7.148148148148148,54,0,0,0,0,0,0,0,0
743,绯色的欠片 第二季,番剧,8.3,8.375,32,0,1,3,4,5,19,8.375,32,0,0,0,0,0,0,0,0
744,超速变形GYRO ZETTER,番剧,9.4,9.517241379310345,58,0,1,1,2,3,51,9.517241379310345,58,0,0,0,0,0,0,0,0
752,TARI TARI,番剧,9.7,9.853392768697375,2019,0,5,4,12,85,1862,9.856707317073171,1968,0,0,1,0,4,46,9.72549019607843,51
760,夏雪密会,番剧,9.4,9.463736263736264,455,0,7,3,9,57,357,9.482678983833718,433,0,0,1,0,7,14,9.090909090909092,22
761,薄樱鬼,番剧,9.3,9.612648221343873,253,0,2,3,6,19,216,9.609756097560975,246,0,0,0,0,1,6,9.714285714285714,7
762,薄樱鬼 碧血录,番剧,9.3,9.721739130434782,115,0,0,0,5,6,102,9.716814159292035,113,0,0,0,0,0,2,10.0,2
763,薄樱鬼 黎明录,番剧,9.0,9.523809523809524,63,0,0,1,2,8,50,9.508196721311476,61,0,0,0,0,0,2,10.0,2
764,薄樱鬼 雪华录,番剧,9.4,9.783783783783784,37,0,0,0,2,0,34,9.777777777777779,36,0,0,0,0,0,1,10.0,1
765,薄樱鬼 番外,番剧,9.1,9.636363636363637,11,0,0,0,1,0,10,9.636363636363637,11,0,0,0,0,0,0,0,0
767,魔力家族,番剧,8.6,8.749063670411985,267,0,8,13,24,42,174,8.766283524904214,261,0,0,0,3,0,3,8.0,6
775,希望宅邸3D 第一季,番剧,9.3,9.588235294117647,34,0,0,0,0,7,27,9.588235294117647,34,0,0,0,0,0,0,0,0
779,Fate/Zero 第二季,番剧,9.7,9.796844940361678,5198,0,36,11,50,227,4733,9.800672335376705,5057,0,0,1,1,19,120,9.659574468085106,141
780,坂道上的阿波罗,番剧,9.6,9.685064935064934,616,0,4,2,10,50,532,9.692307692307692,598,0,1,0,0,1,16,9.444444444444445,18
782,一起一起这里那里,番剧,9.8,9.917244567730005,4326,0,4,1,17,122,4155,9.918585717608746,4299,0,0,0,2,0,25,9.703703703703704,27
787,夏色奇迹,番剧,9.4,9.550295857988166,338,0,4,3,5,37,277,9.558282208588958,326,0,0,0,0,4,8,9.333333333333334,12
790,交响诗篇 第一季,番剧,9.6,9.684088269454124,861,0,7,7,20,35,761,9.701204819277109,830,0,1,0,3,2,25,9.225806451612904,31
791,交响诗篇 AO,番剧,7.7,7.782312925170068,147,0,12,9,21,30,66,7.869565217391305,138,0,2,1,2,1,3,6.444444444444445,9
793,Upotte!!,番剧,8.2,8.468354430379748,158,0,9,4,18,32,88,8.463576158940397,151,0,1,0,0,1,5,8.571428571428571,7
795,战国Collection,番剧,9.4,9.75,104,0,0,0,3,6,92,9.762376237623762,101,0,0,0,0,1,2,9.333333333333334,3
796,翡翠森林狼与羊秘密的朋友,番剧,9.4,9.708333333333334,48,0,1,0,0,3,44,9.708333333333334,48,0,0,0,0,0,0,0,0
797,光明之心 ～幸福的面包～,番剧,8.5,8.902439024390244,82,0,0,3,12,12,55,8.902439024390244,82,0,0,0,0,0,0,0,0
800,圣斗士星矢 THE LOST CANVAS 冥王神话,番剧,9.7,9.793856655290103,1465,0,11,5,12,65,1357,9.795862068965517,1450,0,0,0,1,1,13,9.6,15
808,MINUSCULE ～小昆虫的故事～,番剧,9.5,9.73076923076923,52,0,0,0,1,5,46,9.73076923076923,52,0,0,0,0,0,0,0,0
814,在盛夏等待,番剧,9.2,9.321514907332796,1241,0,22,14,54,166,962,9.336617405582922,1218,0,0,2,2,7,12,8.521739130434783,23
817,暴力宇宙海贼,番剧,9.6,9.818181818181818,209,0,0,0,4,11,191,9.815533980582524,206,0,0,0,0,0,3,10.0,3
818,零之使魔,番剧,9.4,9.526910900045229,2211,0,24,21,73,178,1855,9.550906555090656,2151,0,4,0,9,6,41,8.666666666666666,60
819,零之使魔 双月骑士,番剧,9.2,9.374280230326296,1042,0,15,20,49,87,845,9.399606299212598,1016,0,0,4,3,3,16,8.384615384615385,26
821,零之使魔F,番剧,9.3,9.545454545454545,1320,0,16,16,39,93,1116,9.5578125,1280,0,1,0,4,5,30,9.15,40
825,BRAVE10 真田十勇士,番剧,8.5,8.771084337349398,83,0,0,4,9,21,48,8.75609756097561,82,0,0,0,0,0,1,10.0,1
827,足球骑士,番剧,8.9,9.096296296296297,135,0,2,2,10,25,94,9.112781954887218,133,0,0,0,1,0,1,8.0,2
835,我们仍未知道那天所看见的花的名字。,番剧,9.6,9.718998488532563,15217,0,145,72,266,728,13743,9.725023405109,14954,0,2,5,11,37,208,9.376425855513308,263
842,笨蛋，测验，召唤兽,番剧,9.7,9.845360824742269,3880,0,16,4,27,166,3634,9.846113854951911,3847,0,0,0,0,4,29,9.757575757575758,33
843,笨蛋，测验，召唤兽2,番剧,9.8,9.880346993718216,3343,0,5,4,18,124,3151,9.883706844336766,3302,0,0,0,1,6,34,9.609756097560975,41
844,日常,番剧,9.9,9.947434900893898,20584,0,36,16,48,251,20067,9.947203447938094,20418,0,0,0,0,2,164,9.975903614457831,166
845,花开伊吕波,番剧,9.6,9.726046593098616,5709,0,49,20,90,272,5097,9.7438494934877,5528,0,3,5,11,25,137,9.182320441988951,181
846,电波女与青春男,番剧,9.7,9.770856507230256,3596,0,12,11,46,224,3231,9.774687854710557,3524,0,0,2,3,3,64,9.583333333333334,72
856,GOSICK,番剧,9.7,9.818247998058723,8242,0,21,27,94,331,7566,9.82982958079363,8039,0,2,3,10,28,160,9.35960591133005,203
861,青之驱魔师,番剧,8.9,8.966425279789336,1519,0,30,43,129,249,1043,8.987951807228916,1494,0,1,1,7,8,8,7.68,25
862,丹特丽安的书架,番剧,9.7,9.856793573174992,2863,0,8,2,16,131,2662,9.857396239801348,2819,0,0,0,0,4,40,9.818181818181818,44
863,[C]THE MONEY OF SOUL AND POSSIBILITY CONTROL,番剧,9.2,9.275603663613655,1201,0,16,20,50,193,875,9.277296360485268,1154,0,1,1,2,7,36,9.23404255319149,47
864,便·当,番剧,9.4,9.61252446183953,1022,0,7,4,22,103,864,9.626,1000,0,1,0,1,5,15,9.0,22
865,食梦者玛利,番剧,8.1,8.223529411764705,170,0,6,9,26,43,80,8.21951219512195,164,0,0,0,1,3,2,8.333333333333334,6
866,迷糊餐厅 WORKING!!,番剧,9.5,9.628450106157112,942,0,13,5,13,78,815,9.62987012987013,924,0,0,0,1,2,15,9.555555555555555,18
867,迷糊餐厅 WORKING’!!,番剧,9.6,9.762906309751434,523,0,1,1,11,33,472,9.76061776061776,518,0,0,0,0,0,5,10.0,5
868,纯白交响曲,番剧,9.5,9.604668125455872,1371,0,9,11,25,132,1161,9.624813153961137,1338,0,1,2,3,4,23,8.787878787878787,33
869,UN-GO 因果论,番剧,9.5,9.741794310722101,457,0,2,2,10,25,406,9.734831460674158,445,0,0,0,0,0,12,10.0,12
870,UN-GO 日记短片,番剧,9.2,9.241379310344827,29,0,1,0,0,7,21,9.241379310344827,29,0,0,0,0,0,0,0,0
871,UN-GO episode: 0 因果论,番剧,9.5,9.65,80,0,1,0,0,9,69,9.670886075949367,79,0,0,0,0,1,0,8.0,1
876,最终流放-银翼之法姆-,番剧,8.4,8.565656565656566,99,0,0,6,13,20,53,8.608695652173912,92,0,0,0,3,1,3,8.0,7
877,全职猎人,番剧,9.8,9.906086163665375,4387,0,19,3,19,66,4193,9.912093023255814,4300,0,2,0,2,5,78,9.60919540229885,87
887,无口的森田小姐,番剧,9.6,9.704347826086957,115,0,0,0,2,13,99,9.701754385964913,114,0,0,0,0,0,1,10.0,1
888,无口的森田小姐 2,番剧,9.6,9.85,80,0,0,0,1,4,75,9.85,80,0,0,0,0,0,0,0,0
893,白兔糖,番剧,9.8,9.905572755417957,2584,0,9,2,8,64,2446,9.90351917754053,2529,0,0,0,0,0,55,10.0,55
894,白兔糖 特典,番剧,9.8,9.968337730870713,379,0,0,0,1,4,369,9.967914438502675,374,0,0,0,0,0,5,10.0,5
897,神的记事本,番剧,9.3,9.418604651162791,1462,0,12,18,65,182,1161,9.424200278164117,1438,0,0,0,3,5,16,9.083333333333334,24
898,神样DOLLS,番剧,8.7,8.894736842105264,76,0,5,0,2,14,53,8.972972972972974,74,0,1,0,0,0,1,6.0,2
899,滑头鬼之孙,番剧,9.4,9.420023014959725,1738,0,21,21,83,159,1422,9.446658851113716,1706,0,1,4,4,8,15,8.0,32
900,滑头鬼之孙 第二季,番剧,9.6,9.737339055793992,1165,0,7,1,13,89,1038,9.745644599303136,1148,0,0,0,0,7,10,9.176470588235293,17
901,SACRED SEVEN,番剧,9.1,9.267605633802816,71,0,0,1,1,21,45,9.235294117647058,68,0,0,0,0,0,3,10.0,3
904,猫神八百万,番剧,9.7,9.842735042735043,585,0,2,1,5,23,549,9.848275862068965,580,0,0,0,0,2,3,9.2,5
906,快盗天使TWIN ANGEL,番剧,8.7,9.043478260869565,23,0,0,0,4,3,15,9.0,22,0,0,0,0,0,1,10.0,1
919,架向星空之桥,番剧,9.0,9.035314384151594,1161,0,23,19,89,209,792,9.053003533568905,1132,0,0,1,6,9,13,8.344827586206897,29
920,玛莉亚†狂热,番剧,9.5,9.692307692307692,338,0,1,1,5,35,293,9.68955223880597,335,0,0,0,0,0,3,10.0,3
921,玛莉亚†狂热 第二季,番剧,9.6,9.712962962962964,216,0,1,0,2,21,188,9.726415094339623,212,0,0,0,0,2,2,9.0,4
929,战国鬼才传,番剧,9.7,9.949579831932773,119,0,0,0,0,3,114,9.948717948717949,117,0,0,0,0,0,2,10.0,2
930,+TIC模型姐妹,番剧,9.7,9.755494505494505,1456,0,6,3,14,116,1313,9.756198347107437,1452,0,0,0,0,1,3,9.5,4
938,真的有呀！灵媒先生,番剧,9.5,9.724137931034482,58,0,0,0,2,4,51,9.719298245614034,57,0,0,0,0,0,1,10.0,1
947,LEVEL E,番剧,9.7,9.863095238095237,672,0,2,0,1,34,629,9.867867867867869,666,0,0,0,1,0,5,9.333333333333334,6
951,放浪男孩,番剧,9.7,9.732793522267206,494,0,2,3,4,39,424,9.728813559322035,472,0,0,0,0,2,20,9.818181818181818,22
952,恶魔奶爸,番剧,9.8,9.890856523310445,2767,0,3,2,15,97,2633,9.894545454545455,2750,0,1,0,1,0,15,9.294117647058824,17
953,分形世界,番剧,8.1,8.262295081967213,122,0,3,6,19,30,53,8.234234234234235,111,0,0,1,0,5,5,8.545454545454545,11
954,STARRY☆SKY,番剧,8.7,9.37037037037037,54,0,0,1,2,9,40,9.384615384615385,52,0,0,0,0,1,1,9.0,2
956,金刚狼,番剧,7.0,7.7073170731707314,41,0,5,1,9,6,20,7.7073170731707314,41,0,0,0,0,0,0,0,0
959,Angel Beats!,番剧,9.8,9.864789196310936,12144,0,20,14,102,472,11290,9.865859808371155,11898,0,0,0,3,17,226,9.8130081300813,246
963,魔法禁书目录 第一季,番剧,9.1,9.272393201653651,4354,0,83,72,196,602,3347,9.282790697674418,4300,0,0,4,8,14,28,8.444444444444445,54
964,魔法禁书目录 第二季,番剧,9.2,9.287309644670051,2955,0,62,44,128,388,2290,9.296703296703297,2912,0,0,0,8,13,22,8.651162790697674,43
965,魔法禁书目录 剧场版,番剧,9.1,9.20873786407767,1236,0,27,20,66,180,928,9.213759213759214,1221,0,0,1,2,2,10,8.8,15
969,会长是女仆大人！,番剧,9.8,9.90622126877107,9789,0,15,15,49,239,9392,9.908959835221422,9710,0,0,0,2,13,64,9.569620253164556,79
973,天降之物Final 我永远的鸟笼,番剧,9.8,9.926690391459076,2810,0,8,6,6,36,2715,9.929267412486467,2771,0,1,0,0,1,37,9.743589743589743,39
978,荒川爆笑团,番剧,9.7,9.786206896551723,2030,0,7,10,25,101,1862,9.791521197007482,2005,0,1,1,0,1,22,9.36,25
979,荒川爆笑团2,番剧,9.7,9.834419817470664,1534,0,4,5,13,68,1425,9.834983498349835,1515,0,0,0,0,2,17,9.789473684210526,19
981,大神与七位伙伴,番剧,9.4,9.4751677852349,1490,0,13,7,60,193,1204,9.477318889641165,1477,0,0,0,1,3,9,9.23076923076923,13
982,花丸幼稚园,番剧,9.7,9.80269989615784,1926,0,3,4,16,125,1756,9.809873949579831,1904,0,0,1,0,6,15,9.181818181818182,22
983,刀语,番剧,9.6,9.617610062893082,795,0,11,2,11,71,669,9.62565445026178,764,0,1,0,0,5,25,9.419354838709678,31
984,传说中勇者的传说,番剧,9.4,9.610722610722611,1716,0,23,12,32,133,1490,9.615384615384615,1690,0,0,0,2,5,19,9.307692307692308,26
992,女仆咖啡厅,番剧,9.6,9.801608579088471,373,0,1,1,4,21,344,9.805929919137466,371,0,0,0,0,1,1,9.0,2
995,海月姬,番剧,9.3,9.430406852248394,467,0,5,9,14,49,379,9.456140350877194,456,0,0,1,1,4,5,8.363636363636363,11
996,FORTUNE ARTERIAL -赤之约定-,番剧,9.1,9.267651888341543,609,0,11,8,25,98,452,9.272727272727273,594,0,0,1,0,4,10,9.066666666666666,15
1000,梦色蛋糕师,番剧,9.8,9.898305084745763,1239,0,2,0,4,43,1174,9.903515944399018,1223,0,0,1,0,1,14,9.5,16
1001,超级机器人大战OG -DIVINE WARS- 第一季,番剧,9.5,9.23076923076923,65,0,3,0,3,7,52,9.23076923076923,65,0,0,0,0,0,0,0,0
1002,超级机器人大战OG -DIVINE WARS- 第二季,番剧,9.4,9.172413793103448,58,0,3,0,4,4,47,9.172413793103448,58,0,0,0,0,0,0,0,0
1004,钢铁侠,番剧,3.2,3.444126074498567,349,0,246,36,16,20,31,3.444126074498567,349,0,0,0,0,0,0,0,0
1015,王牌投手 振臂高挥,番剧,9.7,9.789137380191693,626,0,3,5,8,23,570,9.783251231527094,609,0,0,0,0,0,17,10.0,17
1016,王牌投手 振臂高挥～夏日大会篇～,番剧,9.8,9.925501432664756,349,0,0,0,1,11,332,9.924418604651162,344,0,0,0,0,0,5,10.0,5
1021,无法逃离的背叛,番剧,8.9,8.793296089385475,537,0,12,32,46,63,361,8.836575875486382,514,0,0,2,5,9,7,7.826086956521739,23
1026,HEROMAN,番剧,8.7,9.107692307692307,65,0,0,3,5,10,46,9.09375,64,0,0,0,0,0,1,10.0,1
1039,交响情人梦,番剧,9.8,9.904509283819628,377,0,0,0,4,10,358,9.903225806451612,372,0,0,0,0,0,5,10.0,5
1040,交响情人梦 巴黎篇,番剧,9.8,9.97752808988764,89,0,0,0,0,1,87,9.977272727272727,88,0,0,0,0,0,1,10.0,1
1041,交响情人梦Finale,番剧,9.8,9.798816568047338,169,0,1,1,0,10,149,9.788819875776397,161,0,0,0,0,0,8,10.0,8
1056,凉宫春日的忧郁 2006,番剧,9.7,9.881578947368421,1216,0,5,2,6,34,1149,9.879598662207357,1196,0,0,0,0,0,20,10.0,20
1064,DARKER THAN BLACK -黑之契约者-,番剧,9.8,9.847813411078716,3430,0,12,8,22,135,3197,9.851215174866628,3374,0,0,1,2,3,50,9.642857142857142,56
1065,DARKER THAN BLACK -流星的双子-,番剧,9.6,9.727851766068326,1727,0,8,3,28,119,1520,9.742550655542312,1678,0,1,0,6,3,39,9.224489795918368,49
1066,DARKER THAN BLACK -黑之契约者- 外传,番剧,9.7,9.832727272727272,550,0,2,2,3,23,513,9.841620626151013,543,0,0,0,1,1,5,9.142857142857142,7
1072,狼与香辛料 第二季,番剧,9.8,9.92890442890443,3432,0,7,2,7,71,3273,9.929166666666667,3360,0,0,0,0,3,69,9.916666666666666,72
1073,潘朵拉之心,番剧,9.6,9.758620689655173,1566,0,4,7,28,92,1401,9.758485639686684,1532,0,0,0,2,0,32,9.764705882352942,34
1078,白色相簿 上半篇章,番剧,9.4,9.553941908713693,964,0,17,6,19,79,782,9.550387596899224,903,0,1,0,1,6,53,9.60655737704918,61
1080,东京地震8.0,番剧,9.7,9.839530332681017,1022,0,2,0,6,58,934,9.844,1000,0,0,0,1,2,19,9.636363636363637,22
1083,公主恋人！,番剧,8.1,8.426605504587156,436,0,19,27,45,86,252,8.447552447552448,429,0,0,2,1,2,2,7.142857142857143,7
1091,加奈日记,番剧,9.7,9.868525896414342,502,0,1,2,4,14,477,9.8714859437751,498,0,0,0,0,1,3,9.5,4
1092,钢壳都市雷吉欧斯,番剧,8.0,7.7936117936117935,407,0,35,28,63,87,188,7.820448877805486,401,0,0,1,4,1,0,6.0,6
1093,明日的与一,番剧,6.3,6.47719298245614,570,0,160,46,53,72,218,6.517304189435337,549,0,6,4,5,2,4,5.428571428571429,21
1097,空罐少女,番剧,9.1,9.424731182795698,372,0,1,4,15,58,289,9.43324250681199,367,0,0,0,0,3,2,8.8,5
1100,迷宫塔 ～乌鲁克之盾～,番剧,8.8,8.860759493670885,79,0,3,0,9,15,51,8.846153846153847,78,0,0,0,0,0,1,10.0,1
1101,迷宫塔 ～乌鲁克之剑～,番剧,8.1,8.548387096774194,62,0,5,0,7,10,38,8.533333333333333,60,0,0,0,0,1,1,9.0,2
1102,黑神,番剧,8.4,8.661971830985916,142,0,7,7,11,21,90,8.647058823529411,136,0,0,1,0,0,5,9.0,6
1112,秀逗魔导士 第一季,番剧,9.8,9.966183574879228,414,0,0,0,0,7,402,9.965770171149144,409,0,0,0,0,0,5,10.0,5
1113,秀逗魔导士 第二季,番剧,9.7,9.925,80,0,0,0,0,3,76,9.924050632911392,79,0,0,0,0,0,1,10.0,1
1114,秀逗魔导士 第三季,番剧,9.6,9.586206896551724,58,0,0,0,3,6,47,9.571428571428571,56,0,0,0,0,0,2,10.0,2
1115,秀逗魔导士 第四季 上,番剧,9.1,9.555555555555555,27,0,0,0,1,4,22,9.555555555555555,27,0,0,0,0,0,0,0,0
1116,秀逗魔导士 第四季 下,番剧,9.4,9.583333333333334,24,0,0,0,1,2,20,9.652173913043478,23,0,0,0,0,1,0,8.0,1
1117,仰望天空的少女瞳中的世界,番剧,8.8,8.89795918367347,98,0,0,4,10,20,63,8.927835051546392,97,0,0,0,1,0,0,6.0,1
1118,源氏物语千年纪 Genji,番剧,9.2,9.113924050632912,158,0,1,2,11,32,102,9.135135135135135,148,0,0,0,1,4,5,8.8,10
1122,胡子小鸡,番剧,9.5,9.689655172413794,58,0,0,0,0,9,49,9.689655172413794,58,0,0,0,0,0,0,0,0
1124,飞篮扣杀,番剧,9.2,9.534246575342467,73,0,1,0,1,9,59,9.571428571428571,70,0,0,0,0,2,1,8.666666666666666,3
1126,魔神Z 真魔神 冲击！Z篇,番剧,9.7,9.841726618705035,139,0,1,1,0,4,133,9.841726618705035,139,0,0,0,0,0,0,0,0
1127,战场上的女武神,番剧,8.6,8.827586206896552,145,0,7,1,12,26,95,8.851063829787234,141,0,0,1,0,1,2,8.0,4
1128,神曲奏界POLYPHONICA 第一季,番剧,9.1,9.047619047619047,84,0,2,3,6,11,60,9.024390243902438,82,0,0,0,0,0,2,10.0,2
1129,神曲奏界Polyphonica crimson S,番剧,9.1,9.475409836065573,61,0,0,0,4,7,48,9.491525423728813,59,0,0,0,0,1,1,9.0,2
1131,豹头王传说,番剧,9.4,9.789473684210526,76,0,0,0,0,7,67,9.81081081081081,74,0,0,0,0,1,1,9.0,2
1133,天国少女,番剧,9.6,9.712418300653594,153,0,1,0,3,10,133,9.727891156462585,147,0,0,0,1,0,5,9.333333333333334,6
1135,夏之岚,番剧,9.4,9.654135338345865,133,0,1,1,3,9,115,9.65891472868217,129,0,0,0,0,1,3,9.5,4
1136,夏之岚！ ～春夏冬中～,番剧,9.3,9.457142857142857,70,0,3,0,0,7,58,9.441176470588236,68,0,0,0,0,0,2,10.0,2
1140,苍天航路,番剧,8.7,9.257142857142858,70,0,3,0,0,13,53,9.27536231884058,69,0,0,0,0,1,0,8.0,1
1141,天堂餐馆,番剧,9.6,9.73049645390071,282,0,1,0,4,25,246,9.731884057971014,276,0,0,0,0,1,5,9.666666666666666,6
1144,海物语,番剧,8.3,8.641509433962264,53,0,4,0,6,8,35,8.641509433962264,53,0,0,0,0,0,0,0,0
1146,青之花,番剧,9.3,9.561290322580644,155,0,1,2,1,22,116,9.52112676056338,142,0,0,0,0,0,13,10.0,13
1147,NEEDLESS,番剧,9.5,9.661764705882353,136,0,0,1,3,12,116,9.681818181818182,132,0,0,0,1,0,3,9.0,4
1148,大正野球娘,番剧,9.4,9.676470588235293,68,0,1,0,1,4,61,9.701492537313433,67,0,0,0,0,1,0,8.0,1
1153,GA 艺术科美术设计班,番剧,9.6,9.802197802197803,91,0,0,0,0,9,79,9.795454545454545,88,0,0,0,0,0,3,10.0,3
1155,战斗司书,番剧,9.1,9.387096774193548,124,0,1,0,4,26,88,9.361344537815127,119,0,0,0,0,0,5,10.0,5
1159,天体战士,番剧,9.8,9.881578947368421,152,0,0,0,1,7,141,9.879194630872483,149,0,0,0,0,0,3,10.0,3
1160,天体战士 第2期,番剧,9.8,9.923664122137405,131,0,0,0,0,5,126,9.923664122137405,131,0,0,0,0,0,0,0,0
1166,轻声密语,番剧,9.7,9.840155945419104,513,0,1,1,2,22,475,9.868263473053892,501,0,0,2,0,2,8,8.666666666666666,12
1169,空中秋千,番剧,9.6,9.69811320754717,106,0,2,0,1,6,96,9.695238095238095,105,0,0,0,0,0,1,10.0,1
1177,CLANNAD,番剧,9.9,9.936240294878832,25502,0,71,18,85,282,24713,9.937224363304065,25169,0,1,1,4,8,319,9.861861861861861,333
1178,CLANNAD ～AFTER STORY～,番剧,9.9,9.974568216825615,30513,0,32,8,48,126,29630,9.974936335611849,29844,0,1,1,1,5,661,9.958146487294469,669
1180,CLANNAD ～AFTER STORY～另一个世界 杏篇,番剧,9.8,9.838088918380889,1507,0,10,3,9,55,1421,9.837116154873165,1498,0,0,0,0,0,9,10.0,9
1181,悠久之翼,番剧,9.7,9.85414920368818,1193,0,3,2,6,47,1097,9.866666666666667,1155,0,2,0,0,2,34,9.473684210526315,38
1182,悠久之翼2,番剧,9.7,9.868055555555555,1152,0,5,2,7,31,1056,9.87102633969119,1101,0,0,0,0,5,46,9.803921568627452,51
1185,神薙,番剧,9.5,9.63065693430657,1370,0,4,2,34,157,1158,9.635424354243542,1355,0,0,0,2,2,11,9.2,15
1187,超时空要塞 Macross,番剧,9.6,9.683760683760683,234,0,2,2,3,17,200,9.669642857142858,224,0,0,0,0,0,10,10.0,10
1189,超时空要塞 Frontier,番剧,9.6,9.756,500,0,1,1,8,36,439,9.756701030927836,485,0,0,0,0,2,13,9.733333333333333,15
1192,机动战士高达00,番剧,9.7,9.77939393939394,1650,0,9,9,15,87,1501,9.777914867365823,1621,0,0,0,0,2,27,9.862068965517242,29
1193,机动战士高达00 第二季,番剧,9.8,9.850371216447744,1751,0,15,3,8,39,1647,9.855140186915888,1712,0,0,1,1,2,35,9.64102564102564,39
1196,图书馆战争,番剧,9.2,9.4125,160,0,3,1,6,20,126,9.397435897435898,156,0,0,0,0,0,4,10.0,4
1204,H2O 赤砂的印记,番剧,9.3,9.47911547911548,407,0,2,2,15,48,326,9.531806615776082,393,0,2,0,1,4,7,8.0,14
1205,超智游戏,番剧,9.8,9.874564459930314,861,0,3,1,1,27,811,9.895610913404507,843,0,1,2,0,0,15,8.88888888888889,18
1206,亡念之扎姆德,番剧,9.1,9.145539906103286,639,0,14,6,37,115,443,9.144715447154471,615,0,0,0,1,8,15,9.166666666666666,24
1210,深渊传说,番剧,8.9,9.109243697478991,119,0,3,2,7,20,84,9.10344827586207,116,0,0,0,0,1,2,9.333333333333334,3
1211,吸血鬼骑士,番剧,9.3,9.623567921440262,611,0,4,1,19,52,514,9.63050847457627,590,0,1,0,0,2,18,9.428571428571429,21
1213,混沌之脑,番剧,7.5,7.681978798586573,283,0,21,21,53,58,115,7.67910447761194,268,0,0,1,5,4,5,7.733333333333333,15
1219,再造人卡辛,番剧,9.7,9.826086956521738,299,0,1,1,3,13,275,9.822525597269625,293,0,0,0,0,0,6,10.0,6
1220,伯爵与妖精,番剧,9.0,9.065502183406114,229,0,5,4,16,42,160,9.066079295154186,227,0,0,0,0,1,1,9.0,2
1221,武装机甲,番剧,8.5,8.88888888888889,108,0,5,2,5,18,72,8.941176470588236,102,0,1,0,1,0,4,8.0,6
1223,虎子,番剧,9.4,9.576271186440678,118,0,1,1,4,9,102,9.58974358974359,117,0,0,0,0,1,0,8.0,1
1226,北斗神拳拉欧外传-天之霸王,番剧,9.4,9.492063492063492,63,0,2,0,1,6,53,9.483870967741936,62,0,0,0,0,0,1,10.0,1
1231,药师寺凉子的怪奇事件簿,番剧,9.3,9.425587467362924,383,0,2,3,25,39,305,9.433155080213904,374,0,0,0,1,2,6,9.11111111111111,9
1232,西洋古董洋果子店,番剧,9.4,9.605633802816902,71,0,0,0,4,6,59,9.594202898550725,69,0,0,0,0,0,2,10.0,2
1233,Sends of Destruction,番剧,8.6,8.81081081081081,222,0,5,7,21,42,140,8.837209302325581,215,0,1,1,0,0,5,8.0,7
1234,魔法使的注意事项,番剧,9.0,9.224489795918368,49,0,1,2,1,7,36,9.191489361702128,47,0,0,0,0,0,2,10.0,2
1235,魔法使的注意事项 夏季的天空,番剧,9.1,9.5,32,0,1,0,1,2,27,9.483870967741936,31,0,0,0,0,0,1,10.0,1
1238,海马,番剧,9.8,9.849117174959872,623,0,0,1,3,36,570,9.852459016393443,610,0,0,0,0,2,11,9.692307692307692,13
1239,×××HOLiC,番剧,9.8,9.915347810084652,2717,0,5,2,8,70,2591,9.916292974588938,2676,0,0,0,0,3,38,9.853658536585366,41
1245,S.A特优生,番剧,9.3,9.459084604715672,721,0,9,9,24,80,594,9.466480446927374,716,0,0,1,0,1,3,8.4,5
1246,二十面相少女,番剧,9.0,9.08860759493671,79,0,2,2,4,11,54,9.095890410958905,73,0,0,0,1,1,4,9.0,6
1247,我家有个狐仙大人,番剧,9.6,9.714285714285714,511,0,1,1,13,33,456,9.738095238095237,504,0,0,1,1,2,3,8.0,7
1249,雨月,番剧,9.2,9.657142857142857,35,0,1,0,0,2,31,9.647058823529411,34,0,0,0,0,0,1,10.0,1
1250,苍色骑士（中文）,番剧,8.4,8.654545454545454,55,0,1,2,5,16,30,8.666666666666666,54,0,0,0,0,1,0,8.0,1
1255,幻影少年,番剧,9.3,9.3,180,0,2,1,9,27,134,9.352601156069364,173,0,0,1,1,2,3,8.0,7
1262,Stories of Last Letter,番剧,9.5,9.603936039360393,813,0,2,3,18,105,666,9.602015113350125,794,0,0,0,0,3,16,9.68421052631579,19
1265,神枪少女 -IL TEATRINO-,番剧,8.2,7.758241758241758,91,0,4,10,14,18,39,7.8352941176470585,85,0,0,1,3,1,1,6.666666666666667,6
1266,破天荒游戏,番剧,8.8,9.588235294117647,68,0,0,0,3,8,57,9.588235294117647,68,0,0,0,0,0,0,0,0
1270,濑户的花嫁,番剧,9.7,9.813501919169113,4429,0,20,8,49,187,4107,9.822008693662777,4371,0,0,0,7,10,41,9.172413793103448,58
1271,精灵守护者,番剧,9.8,9.953871499176277,607,0,0,0,1,12,587,9.953333333333333,600,0,0,0,0,0,7,10.0,7
1272,奔向地球,番剧,9.5,9.62962962962963,54,0,0,1,1,3,47,9.692307692307692,52,0,0,0,0,2,0,8.0,2
1274,英雄时代,番剧,9.8,9.86864406779661,1888,0,5,4,15,50,1783,9.879375336564351,1857,0,1,0,2,4,24,9.225806451612904,31
1278,偶像大师 XENOGLOSSIA,番剧,8.3,9.127659574468085,94,0,2,4,3,13,68,9.133333333333333,90,0,0,0,0,2,2,9.0,4
1279,青空下的约定,番剧,8.2,8.356164383561644,73,0,3,1,11,17,38,8.457142857142857,70,0,0,0,3,0,0,6.0,3
